fixed acidity,volatile acidity,residual sugar,chlorides,total sulfur dioxide,pH,sulphates,wine type
5.9,0.18,5.1,0.039,139,3.16,0.44,white
7.2,0.33,4.5,0.031,73,2.97,0.52,white
6.4,0.29,3.2,0.037,95,2.9,0.66,white
7.3,0.31,6.65,0.032,138,2.9,0.37,white
7,0.29,1.6,0.035,126,3.26,0.47,white
6.9,0.19,4,0.037,122,2.92,0.59,white
6.3,0.32,17.75,0.06,190,3.13,0.48,white
6.6,0.085,1.4,0.036,109,3.27,0.61,white
6.3,0.32,17.75,0.06,190,3.13,0.48,white
6.8,0.18,7.2,0.047,109,3.42,0.44,white
6.8,0.52,5.7,0.038,130,3.11,0.27,white
7.1,0.28,8.5,0.03,191,3.16,0.46,white
5.7,0.15,11.4,0.035,128,3.03,0.34,white
5.8,0.275,5.4,0.043,149,3.33,0.42,white
5.4,0.53,2.7,0.036,128,3.2,0.53,white
5.8,0.32,4.3,0.032,115,3.16,0.57,white
6.7,0.22,1.2,0.049,152,3.5,0.47,white
6.1,0.6,1.8,0.05,76,3.42,0.48,white
6.5,0.26,1.3,0.034,145,3.16,0.54,white
5,0.29,5.7,0.035,155,3.27,0.34,white
5.4,0.53,2.7,0.036,128,3.2,0.53,white
6.8,0.21,11.7,0.038,152,3.02,0.56,white
5.8,0.32,4.3,0.032,115,3.16,0.57,white
6.5,0.27,11,0.03,82,3.07,0.36,white
5.9,0.37,1.6,0.029,102,3.41,0.55,white
6.2,0.21,11.6,0.044,155,3.14,0.52,white
6.8,0.3,6.2,0.025,95,3.03,0.32,white
7.3,0.41,1.8,0.032,74,2.96,0.35,white
5.4,0.3,1.2,0.029,93,3.31,0.4,white
6.6,0.34,1,0.053,112,3.32,0.55,white
5.6,0.25,2.4,0.049,166,3.25,0.43,white
5.3,0.3,1.2,0.029,93,3.31,0.4,white
6.9,0.58,8.2,0.032,169,3.28,0.44,white
7.2,0.23,18.8,0.085,111,3.1,0.51,white
7.1,0.2,9.6,0.037,105,3.04,0.37,white
6.8,0.15,12.9,0.044,183,3.24,0.78,white
7,0.22,9.2,0.027,122,3.06,0.34,white
6.4,0.16,1.2,0.051,122,3.11,0.75,white
6.8,0.15,12.9,0.044,183,3.24,0.78,white
6.8,0.31,8,0.028,122,3.13,0.63,white
6.8,0.15,12.9,0.044,183,3.24,0.78,white
7.6,0.3,1.6,0.087,177,3.09,0.5,white
6,0.16,12,0.03,98,3.15,0.34,white
7.1,0.21,2.5,0.04,186,3.32,0.56,white
7,0.22,9.2,0.027,122,3.06,0.34,white
5.6,0.21,4.4,0.027,150,3.3,0.31,white
7.4,0.22,8.8,0.027,112,2.98,0.41,white
7.1,0.2,9.6,0.037,105,3.04,0.37,white
6.8,0.31,8,0.028,122,3.13,0.63,white
7.2,0.23,18.8,0.085,111,3.1,0.51,white
6.4,0.15,1.3,0.053,146,3.17,0.68,white
6.4,0.16,1.2,0.051,122,3.11,0.75,white
6.8,0.15,12.9,0.044,182,3.24,0.78,white
6.3,0.22,1.2,0.036,96,3.06,0.74,white
7.6,0.3,1.6,0.087,177,3.09,0.5,white
7,0.3,1.5,0.076,145,3.1,0.52,white
6.6,0.26,18.15,0.05,139,3.06,0.5,white
7.5,0.24,13.1,0.05,180,3.05,0.53,white
7.5,0.24,13.1,0.05,180,3.05,0.53,white
7.5,0.24,13.1,0.05,180,3.05,0.53,white
7.5,0.24,13.1,0.05,180,3.05,0.53,white
6.6,0.15,1,0.037,79,2.96,0.5,white
6.7,0.34,1.6,0.041,114,3.23,0.44,white
7.7,0.35,11.8,0.088,183,2.86,0.47,white
6.7,0.31,1.4,0.039,141,3.12,0.44,white
4.7,0.67,1,0.02,9,3.3,0.34,white
7.5,0.24,13.1,0.05,180,3.05,0.53,white
6.3,0.2,10.6,0.045,159,3.09,0.54,white
6.6,0.28,10.4,0.049,190,3.12,0.51,white
8.5,0.18,1.1,0.028,95,2.83,0.36,white
6.5,0.35,7.4,0.036,196,3.47,0.48,white
6.8,0.22,1.2,0.041,182,3.04,0.35,white
6.3,0.18,3.4,0.053,119,3.11,0.52,white
6.6,0.26,18.15,0.05,139,3.06,0.5,white
6.6,0.3,8,0.038,200,3.18,0.48,white
6.3,0.34,2.5,0.024,152,3.35,0.6,white
7.7,0.3,2,0.068,138,3.11,0.62,white
7.7,0.31,2,0.069,134,3.11,0.62,white
5.7,0.265,6.9,0.036,150,3.36,0.44,white
5.4,0.255,1.2,0.051,122,3.37,0.66,white
6.6,0.26,9.4,0.028,121,3.17,0.34,white
4.8,0.17,2.9,0.03,111,3.38,0.34,white
5.7,0.265,6.9,0.036,150,3.36,0.44,white
6.2,0.2,5.4,0.028,75,3.36,0.41,white
7.5,0.28,1.3,0.044,126,3.28,0.45,white
6.2,0.22,20.8,0.035,184,3.11,0.53,white
7,0.34,10.3,0.041,166,3.08,0.35,white
7.5,0.28,1.3,0.044,126,3.28,0.45,white
6.5,0.19,1.6,0.029,116,3.21,0.68,white
6,0.21,13.1,0.042,125,3.39,0.45,white
6.1,0.22,1.8,0.16,74,3.19,0.33,white
6.5,0.32,8,0.026,88,3.22,0.79,white
7.1,0.21,1.6,0.167,120,2.97,0.51,white
5.6,0.26,1.4,0.034,135,3.32,0.35,white
7,0.15,14.7,0.051,149,2.96,0.39,white
7,0.15,14.7,0.051,149,2.96,0.39,white
7,0.15,14.7,0.051,149,2.96,0.39,white
7,0.15,14.7,0.051,149,2.96,0.39,white
7,0.15,14.7,0.051,149,2.96,0.39,white
7,0.15,14.7,0.051,149,2.96,0.39,white
7,0.15,14.7,0.051,149,2.96,0.39,white
7.4,0.27,1.8,0.04,121,3.02,0.4,white
6.8,0.22,10.6,0.07,194,2.89,0.42,white
6.2,0.24,12.5,0.055,134,3.3,0.51,white
6.3,0.28,6.8,0.051,143,3.43,0.59,white
7,0.15,14.7,0.051,149,2.96,0.39,white
5.5,0.17,2.9,0.039,108,3.28,0.5,white
6.5,0.26,1.4,0.04,184,3.29,0.46,white
6.6,0.27,1.4,0.042,183,3.29,0.46,white
5.4,0.46,2.1,0.026,130,3.39,0.77,white
7.8,0.19,7.4,0.015,124,2.99,0.39,white
5.5,0.17,2.9,0.039,108,3.28,0.5,white
6.5,0.26,1.4,0.04,184,3.29,0.46,white
6.6,0.27,1.4,0.042,183,3.29,0.46,white
7.8,0.19,7.4,0.015,124,2.99,0.39,white
7.8,0.2,5,0.016,101,2.99,0.39,white
6.1,0.17,2.5,0.028,98,3.16,0.37,white
7.4,0.2,6.1,0.025,40,2.79,0.52,white
6.7,0.39,2.7,0.017,80,3.03,0.37,white
5.4,0.46,2.1,0.026,130,3.39,0.77,white
6.9,0.4,12.9,0.033,186,3.08,0.49,white
6.9,0.4,12.9,0.033,186,3.08,0.49,white
6.9,0.4,12.9,0.033,186,3.08,0.49,white
6.3,0.24,13.7,0.035,134,3.17,0.38,white
6.9,0.4,12.9,0.033,186,3.08,0.49,white
7.4,0.27,2.4,0.014,143,3.03,0.65,white
6.1,0.27,9.8,0.042,125,3.14,0.42,white
6.3,0.24,13.7,0.035,134,3.17,0.38,white
5,0.61,1.3,0.009,100,3.26,0.37,white
6.7,0.42,12.1,0.04,248,3.31,0.58,white
6.5,0.33,6.1,0.018,103,3.24,0.32,white
6.9,0.33,7.7,0.04,135,3.11,0.57,white
6.5,0.33,6.1,0.018,103,3.24,0.32,white
6.3,0.15,1.4,0.022,100,3.42,0.57,white
6.5,0.32,7.7,0.022,97,3.2,0.7,white
6.7,0.42,12.1,0.04,248,3.31,0.58,white
7.4,0.25,6.8,0.02,113,3.13,0.29,white
7.6,0.27,9.2,0.018,96,3.08,0.29,white
6.4,0.27,8.3,0.05,196,3.18,0.48,white
6.5,0.25,17.4,0.064,140,3.2,0.49,white
5.6,0.19,2.7,0.027,100,3.46,0.4,white
7.4,0.29,12.8,0.037,182,3.02,0.34,white
6.4,0.34,8.2,0.043,201,3.18,0.48,white
6.6,0.27,8.1,0.044,202,3.18,0.48,white
6.6,0.26,8.2,0.047,191,3.16,0.47,white
6.4,0.27,8.3,0.05,196,3.18,0.48,white
6.5,0.26,8,0.051,197,3.18,0.47,white
6.8,0.25,11.8,0.043,133,3.03,0.58,white
6.3,0.32,12,0.049,170,3.14,0.55,white
5.5,0.24,1.7,0.046,113,3.22,0.48,white
6.5,0.25,17.4,0.064,140,3.2,0.49,white
6.6,0.13,13.9,0.056,95,3.17,0.39,white
7,0.39,10.7,0.098,91,3.03,0.47,white
7.9,0.21,2,0.057,138,3.05,0.52,white
7,0.3,2.2,0.042,177,3.2,0.57,white
8.1,0.2,1.3,0.036,49,2.99,0.73,white
8.3,0.18,1.1,0.033,57,3.02,0.51,white
7.9,0.21,2,0.057,138,3.05,0.52,white
7.2,0.17,6.4,0.042,111,2.99,0.4,white
8.1,0.2,1.3,0.036,49,2.99,0.73,white
8.3,0.18,1.1,0.033,57,3.02,0.51,white
7,0.39,10.7,0.098,91,3.03,0.47,white
6.8,0.21,6.4,0.041,113,2.96,0.59,white
6.9,0.21,6.3,0.042,109,2.96,0.59,white
7.2,0.17,6.4,0.042,111,2.99,0.4,white
6.8,0.26,15.1,0.06,162,3.24,0.52,white
7.2,0.28,2,0.052,156,3.13,0.52,white
7.9,0.21,2,0.057,138,3.05,0.52,white
7,0.3,2.2,0.042,177,3.2,0.57,white
7.4,0.34,12.1,0.049,149,3.22,0.49,white
6.3,0.43,8.8,0.042,106,3.28,0.33,white
6.8,0.41,8.8,0.045,131,3.12,0.59,white
6.3,0.4,5.1,0.036,131,3.24,0.44,white
5.1,0.35,6.8,0.034,120,3.38,0.4,white
5.1,0.35,6.8,0.034,120,3.38,0.4,white
6.3,0.3,3.7,0.039,132,3,0.38,white
6.9,0.28,12.2,0.042,139,3.03,0.56,white
7,0.33,5.7,0.033,204,3.17,0.64,white
6.7,0.26,8.1,0.052,197,3.19,0.48,white
7.3,0.24,2.5,0.042,104,3.05,0.56,white
6.7,0.46,4,0.034,88,3.26,0.54,white
5.1,0.35,6.8,0.034,120,3.38,0.4,white
5.1,0.23,1,0.053,99,3.22,0.39,white
6.3,0.4,5.1,0.036,131,3.24,0.44,white
7.1,0.44,5.8,0.035,100,3.15,0.57,white
4.8,0.26,10.6,0.034,111,3.46,0.28,white
6.8,0.31,3.5,0.086,130,2.83,0.44,white
6.8,0.31,3.5,0.086,130,2.83,0.44,white
7,0.15,16.4,0.058,110,3.15,0.37,white
6.5,0.41,4.8,0.052,142,3.14,0.62,white
6.2,0.31,3.3,0.052,113,3.16,0.48,white
8,0.27,1.2,0.05,103,3,0.45,white
8,0.27,1.2,0.05,103,3,0.45,white
6.5,0.41,4.8,0.052,142,3.14,0.62,white
6.2,0.31,3.3,0.052,113,3.16,0.48,white
6.7,0.37,2.5,0.028,84,3.14,0.36,white
6.6,0.21,8.7,0.036,191,2.96,0.56,white
7.5,0.26,1.6,0.032,109,2.97,0.43,white
7.5,0.34,4,0.028,100,3.2,0.5,white
6.7,0.37,2.5,0.028,84,3.14,0.36,white
6.4,0.32,16.2,0.055,176,3.26,0.54,white
6.7,0.24,9,0.023,109,3.34,0.35,white
6.4,0.32,16.2,0.055,176,3.26,0.54,white
7.1,0.39,1.4,0.194,90,3.17,0.46,white
8.2,0.31,7,0.047,87,3.23,0.64,white
6.7,0.24,9,0.023,109,3.34,0.35,white
5.9,0.17,3.1,0.03,123,3.41,0.33,white
5.9,0.2,1.5,0.037,93,3.36,0.49,white
6.6,0.32,4.6,0.031,120,3.4,0.73,white
5.9,0.12,4.8,0.03,110,3.55,0.68,white
5.9,0.18,4.6,0.032,137,3.21,0.38,white
5.9,0.2,1.5,0.037,93,3.36,0.49,white
5.4,0.17,2.7,0.049,104,3.46,0.55,white
6.1,0.21,6.3,0.039,136,3.27,0.31,white
7.3,0.25,7.2,0.048,207,3.12,0.37,white
7.3,0.25,7.2,0.048,207,3.12,0.37,white
6.2,0.22,12.4,0.054,152,3.1,0.47,white
6.5,0.27,6.6,0.045,175,3.16,0.34,white
6.5,0.27,6.6,0.045,175,3.16,0.34,white
6.6,0.39,4,0.038,98,3.25,0.53,white
6,0.31,4.8,0.04,101,3.24,0.56,white
8.4,0.23,1.3,0.048,113,3.1,0.55,white
7.3,0.25,7.2,0.048,207,3.12,0.37,white
6,0.22,11.1,0.056,177,3.08,0.36,white
6.2,0.22,12.4,0.054,152,3.1,0.47,white
6.1,0.23,9.8,0.055,134,3.16,0.4,white
6.5,0.27,6.6,0.045,175,3.16,0.34,white
7.3,0.36,13.3,0.054,193,3.06,0.49,white
7.6,0.37,11.7,0.094,181,2.91,0.51,white
6.7,0.26,8,0.062,194,3.13,0.5,white
7.4,0.22,1.6,0.057,98,3.29,0.44,white
6.1,0.22,16.55,0.059,135,3.2,0.38,white
7.1,0.28,1.5,0.053,98,3.15,0.5,white
6.5,0.35,10.2,0.069,170,3.18,0.49,white
6.8,0.73,6.6,0.054,65,3.12,0.28,white
6,0.28,17.8,0.047,111,3.1,0.45,white
6,0.28,17.8,0.047,111,3.1,0.45,white
7.1,0.2,1.5,0.049,129,3.15,0.52,white
6.8,0.33,7.4,0.045,143,3.06,0.55,white
6,0.28,17.8,0.047,111,3.1,0.45,white
7.2,0.24,2,0.029,63,3.13,0.63,white
6.8,0.33,7.4,0.045,143,3.06,0.55,white
7.2,0.24,2,0.029,63,3.13,0.63,white
6,0.28,17.8,0.047,111,3.1,0.45,white
6.2,0.27,12.1,0.046,127,3.16,0.37,white
6.4,0.38,8.2,0.043,98,2.99,0.31,white
7.1,0.2,1.5,0.049,129,3.15,0.52,white
6,0.21,8.7,0.036,127,3.18,0.39,white
7,0.34,3.5,0.044,63,3.01,0.39,white
5.9,0.435,6.4,0.031,134,3.24,0.46,white
7,0.25,2.1,0.021,76,3.26,0.45,white
6.7,0.26,7.7,0.038,179,3.23,0.56,white
7,0.24,12.3,0.035,172,2.99,0.57,white
8.5,0.23,1.3,0.035,110,3.07,0.55,white
6,0.21,8.7,0.036,127,3.18,0.39,white
7,0.34,3.5,0.044,63,3.01,0.39,white
4.8,0.65,1.1,0.013,10,3.32,0.36,white
6.1,0.22,2.8,0.144,65,2.95,0.64,white
5.8,0.27,3.5,0.071,69,3.1,0.38,white
5,0.455,1.9,0.036,106,3.21,0.83,white
6.5,0.33,3.8,0.036,88,3.25,0.63,white
6.5,0.33,3.8,0.036,88,3.25,0.63,white
6.7,0.31,2.4,0.038,83,3.09,0.36,white
6.2,0.39,4.8,0.037,138,3.23,0.43,white
6.2,0.39,4.8,0.037,138,3.23,0.43,white
7.1,0.37,6.2,0.04,139,3.17,0.27,white
7.2,0.23,1.3,0.149,109,2.93,0.42,white
6.5,0.33,3.8,0.036,88,3.25,0.63,white
7.2,0.25,1.5,0.054,105,3.17,0.48,white
6.2,0.39,4.8,0.037,138,3.23,0.43,white
4.7,0.455,1.9,0.036,106,3.21,0.83,white
7.1,0.37,6.2,0.04,139,3.17,0.27,white
6.2,0.28,7.9,0.056,206,3.18,0.52,white
6.4,0.35,1.6,0.037,113,3.12,0.4,white
6.6,0.31,1.4,0.035,107,3,0.4,white
7.4,0.25,2.6,0.05,132,3.04,0.53,white
7.3,0.36,14.8,0.057,173,3.14,0.57,white
6.7,0.31,2.4,0.038,83,3.09,0.36,white
8.6,0.31,0.9,0.045,109,2.95,0.39,white
8.6,0.31,0.9,0.045,109,2.95,0.39,white
8.6,0.22,1.2,0.031,95,2.83,0.31,white
6.9,0.14,9.9,0.056,91,3.19,0.33,white
6.5,0.22,3.9,0.046,106,3.15,0.31,white
6.6,0.32,15.6,0.063,173,3.18,0.56,white
6.6,0.32,15.6,0.063,173,3.18,0.56,white
6.1,0.28,1.5,0.03,101,3.03,0.41,white
6.2,0.3,1.6,0.036,106,3.14,0.41,white
6.9,0.22,7.8,0.05,116,3.22,0.6,white
8.7,0.31,5.6,0.039,67,2.96,0.52,white
7.3,0.27,1.3,0.04,84,3.28,0.53,white
7,0.46,16.7,0.046,184,3.08,0.56,white
5.7,0.23,7.95,0.042,108,3.44,0.61,white
6.5,0.36,6.7,0.185,151,3.17,0.42,white
8.2,0.18,1.1,0.04,92,2.88,0.6,white
6.2,0.27,6.3,0.048,159,3.21,0.6,white
6.9,0.4,8.9,0.053,148,3.16,0.5,white
4.9,0.345,1,0.068,143,3.24,0.4,white
7.2,0.23,1.5,0.053,106,3.18,0.47,white
6.4,0.2,6.6,0.046,113,2.99,0.58,white
6.1,0.27,6.2,0.048,161,3.22,0.6,white
6.2,0.27,6.3,0.048,159,3.21,0.6,white
6,0.3,2.1,0.042,127,3.32,0.42,white
6.1,0.3,2.2,0.042,142,3.31,0.44,white
5.7,0.14,5.4,0.045,105,3.32,0.45,white
6.9,0.4,8.9,0.053,148,3.16,0.5,white
4.9,0.345,1,0.068,143,3.24,0.4,white
6.3,0.33,17.9,0.066,161,3.14,0.51,white
7,0.16,2.6,0.043,90,2.88,0.47,white
8.4,0.22,1.3,0.038,122,3.13,0.54,white
6.3,0.33,17.9,0.066,161,3.14,0.51,white
7,0.16,2.6,0.043,90,2.88,0.47,white
5.4,0.24,2.3,0.05,145,3.24,0.46,white
7.7,0.31,4.3,0.026,87,3.11,0.48,white
5.6,0.185,7.1,0.048,110,3.26,0.41,white
5.6,0.185,7.1,0.048,110,3.26,0.41,white
6.6,0.43,11.9,0.04,159,3.14,0.54,white
7.6,0.39,11.7,0.084,170,2.91,0.51,white
7.2,0.58,5.8,0.032,118,3.17,0.53,white
6,0.34,3.8,0.044,116,3.39,0.44,white
7.5,0.35,12.4,0.056,176.5,2.97,0.52,white
7.3,0.38,6.5,0.05,102,3.1,0.55,white
5.4,0.185,7.1,0.048,110,3.26,0.41,white
6.3,0.27,7.6,0.049,200,3.16,0.54,white
6.5,0.29,7.9,0.049,192,3.16,0.51,white
6.4,0.17,2.8,0.034,125,3.03,0.49,white
6.7,0.18,10.6,0.035,143,3.08,0.49,white
6.4,0.17,2.8,0.034,125,3.03,0.49,white
6.8,0.37,1.5,0.175,98,3.06,0.56,white
6.3,0.27,7.6,0.049,200,3.16,0.54,white
6.5,0.29,7.9,0.049,192,3.16,0.51,white
6.1,0.24,1.7,0.033,134,3.19,0.81,white
7,0.32,7.6,0.025,124,3.15,0.65,white
6.9,0.27,7.5,0.03,117,3.09,0.38,white
6.5,0.29,1.7,0.04,192,3.26,0.59,white
6.5,0.29,1.7,0.034,193,3.25,0.59,white
6.1,0.22,12.1,0.035,135,3.21,0.4,white
6.3,0.22,4.5,0.036,157,3.05,0.76,white
6.1,0.24,1.7,0.033,134,3.19,0.81,white
5.6,0.23,8,0.043,101,3.19,0.42,white
7,0.32,7.6,0.025,124,3.15,0.65,white
6.8,0.11,8.6,0.044,104,3.2,0.37,white
6.8,0.11,8.6,0.044,104,3.2,0.37,white
7.3,0.23,14.6,0.048,223,3.16,0.71,white
6.1,0.2,1.6,0.048,129,3.3,0.43,white
6.8,0.11,8.6,0.044,104,3.2,0.37,white
7.3,0.23,14.6,0.048,223,3.16,0.71,white
6.9,0.2,1.1,0.06,104,2.99,0.39,white
6.7,0.19,3.7,0.041,76,2.9,0.57,white
6.7,0.28,8.9,0.048,111,3.25,0.54,white
6.7,0.28,8.9,0.048,111,3.25,0.54,white
8,0.37,4.7,0.038,127,2.9,0.72,white
6.7,0.28,8.9,0.048,111,3.25,0.54,white
6,0.26,3.1,0.041,144,3.22,0.39,white
6.4,0.24,5.8,0.053,120,3.01,0.98,white
6.4,0.24,5.8,0.053,120,3.01,0.98,white
6.4,0.24,5.8,0.053,120,3.01,0.98,white
6.4,0.25,1,0.062,122,3,0.4,white
6.1,0.25,15.8,0.052,94,3.07,0.45,white
6.8,0.14,1.5,0.047,117,3.07,0.72,white
6.5,0.38,5.2,0.042,112,3.06,0.5,white
6.8,0.14,1.5,0.047,117,3.07,0.72,white
5.4,0.15,2.5,0.037,51,3.04,0.58,white
6.4,0.25,1,0.062,122,3,0.4,white
6.1,0.25,15.8,0.052,94,3.07,0.45,white
6.8,0.22,5.9,0.054,152,3.2,0.57,white
7.2,0.21,3.1,0.044,122,3,0.6,white
6,0.26,3.1,0.041,144,3.22,0.39,white
6.4,0.24,5.8,0.053,120,3.01,0.98,white
6.5,0.46,11.5,0.051,171,3.08,0.56,white
6.5,0.18,18,0.054,183,2.98,0.61,white
6.2,0.32,4.8,0.054,97,3.16,0.5,white
7.2,0.4,8.5,0.055,151,3.2,0.52,white
5.9,0.23,1.6,0.037,115,3.21,0.51,white
6.4,0.18,18,0.054,183,2.98,0.61,white
6.2,0.32,4.8,0.054,97,3.16,0.5,white
6.4,0.37,5.9,0.056,91,3.06,0.46,white
7,0.23,1.1,0.062,100,3.04,0.4,white
7.2,0.4,8.5,0.055,151,3.2,0.52,white
7.6,0.19,13.1,0.033,151,3.18,0.79,white
6,0.28,4.1,0.046,147,3.27,0.56,white
6.2,0.32,2.9,0.029,94,3.25,0.6,white
7.6,0.19,13.1,0.033,151,3.18,0.79,white
6.4,0.26,1.1,0.052,176,3.09,0.54,white
5.9,0.25,1.5,0.029,81,3.2,0.46,white
6.1,0.28,7.75,0.031,139,3.22,0.46,white
6.9,0.19,1.15,0.023,105,3.11,0.38,white
6.4,0.29,1,0.06,120,3.06,0.41,white
6.8,0.27,17.8,0.034,116,3.07,0.53,white
7.5,0.26,5.7,0.021,125,3.13,0.62,white
6.8,0.27,17.8,0.034,116,3.07,0.53,white
6.4,0.2,7.4,0.032,172,3.24,0.58,white
7.3,0.33,1.4,0.041,177,3.14,0.48,white
7.3,0.34,1.4,0.044,176,3.14,0.46,white
6.4,0.29,1,0.06,120,3.06,0.41,white
6.1,1.1,4.4,0.033,109,3.35,0.47,white
6.3,0.24,1.6,0.052,185,3.21,0.5,white
6.2,0.24,7.9,0.053,149,3.23,0.52,white
7.4,0.16,15.5,0.05,135,2.9,0.43,white
7.4,0.16,15.5,0.05,135,2.9,0.43,white
7.4,0.16,15.5,0.05,135,2.9,0.43,white
7.4,0.16,15.5,0.05,135,2.9,0.43,white
7.2,0.17,17.55,0.05,154,2.94,0.43,white
6.9,0.19,13.5,0.038,118,3,0.63,white
6.9,0.19,13.5,0.038,118,3,0.63,white
6.8,0.16,1.3,0.034,98,3.02,0.58,white
7.4,0.16,15.5,0.05,135,2.9,0.43,white
6.8,0.3,11.6,0.028,97,2.96,0.38,white
6.2,0.24,7.9,0.053,149,3.23,0.52,white
7.4,0.16,15.5,0.05,135,2.9,0.43,white
7.2,0.17,17.55,0.05,154,2.94,0.43,white
6.8,0.3,11.6,0.028,97,2.96,0.38,white
6.5,0.43,13.15,0.032,131,3.23,0.51,white
6.6,0.17,1.9,0.036,110,3.05,0.54,white
6.9,0.19,13.5,0.038,118,3,0.63,white
6.8,0.16,1.3,0.034,98,3.02,0.58,white
6.4,0.41,6.1,0.048,70,3.19,0.42,white
6.4,0.41,6.1,0.048,70,3.19,0.42,white
7.4,0.36,1.9,0.036,119,3.15,0.49,white
6.1,0.17,1.9,0.09,130,3.07,0.41,white
5.5,0.28,1.6,0.032,85,3.42,0.42,white
6.6,0.5,11.3,0.029,110,3.27,0.78,white
7.1,0.44,8.4,0.057,160,3.16,0.36,white
6.9,0.38,8.3,0.062,166,3.16,0.72,white
7.1,0.44,8.4,0.057,160,3.16,0.36,white
6.2,0.24,12.2,0.049,133,3.19,0.37,white
6.1,0.28,8,0.048,162,3.21,0.51,white
7.6,0.26,1.3,0.048,76,2.96,0.46,white
7.5,0.16,12.7,0.043,163,3.15,0.82,white
6.5,0.36,1.3,0.054,107,3.19,0.39,white
6.6,0.35,10.5,0.06,82,3.13,0.38,white
5.7,0.25,12.5,0.049,120,3.08,0.45,white
7.4,0.37,9.6,0.05,134,3.13,0.46,white
5.7,0.25,1.5,0.044,108,3.3,0.59,white
5.8,0.23,1.5,0.044,110,3.3,0.57,white
5.4,0.265,7.8,0.052,91,3.19,0.38,white
5.7,0.25,10.8,0.05,116,3.1,0.5,white
5.7,0.25,12.5,0.049,106,3.08,0.45,white
5.9,0.23,8.6,0.046,142,3.23,0.53,white
6.2,0.3,1.2,0.052,185,3.28,0.44,white
6.5,0.33,14.5,0.048,96,3.06,0.3,white
7.4,0.26,3.7,0.048,73,3.06,0.45,white
7,0.2,1.1,0.058,93,3.03,0.38,white
6.5,0.21,1.1,0.059,101,3.12,0.38,white
7.3,0.25,3.8,0.047,79,3.07,0.46,white
6.8,0.27,4.6,0.098,127,3.15,0.49,white
6.7,0.24,10.2,0.07,179,2.86,0.46,white
6.4,0.14,7.9,0.057,82,3.26,0.36,white
6.4,0.5,2.4,0.059,112,3.18,0.4,white
6.6,0.41,10.7,0.11,103,3.08,0.41,white
6.4,0.25,4.9,0.03,98,3.09,0.58,white
6.6,0.41,10.7,0.11,103,3.08,0.41,white
8,0.25,1.1,0.054,136,3.08,0.55,white
6.4,0.14,7.9,0.057,82,3.26,0.36,white
6.6,0.21,5.6,0.046,140,3.22,0.38,white
6.4,0.5,2.4,0.059,112,3.18,0.4,white
6.3,0.29,14.2,0.037,99,3.08,0.38,white
6.9,0.37,9.5,0.057,166,3.23,0.42,white
6.9,0.37,9.5,0.057,166,3.23,0.42,white
5.7,0.31,4.1,0.03,86,3.31,0.38,white
6.9,0.45,4.7,0.035,80,3.12,0.36,white
6.9,0.3,1.4,0.039,122,3.07,0.47,white
5.3,0.23,0.9,0.041,141,3.16,0.62,white
6.8,0.3,20.3,0.037,150,3.04,0.38,white
6.7,0.28,3.5,0.035,105,3.18,0.38,white
5,0.255,2.7,0.043,153,3.75,0.76,white
7.6,0.4,1.2,0.053,193,3.22,0.38,white
5.5,0.21,1.2,0.04,75,3.31,0.56,white
6,0.2,2,0.041,95,3.27,0.56,white
6.1,0.17,1.1,0.041,92,3.26,0.57,white
7.5,0.21,1.5,0.046,107,3.15,0.45,white
7.3,0.26,1.2,0.041,94,3.07,0.45,white
6.2,0.35,18.1,0.069,158,3.15,0.5,white
6.2,0.35,18.1,0.069,158,3.15,0.5,white
6.5,0.43,3.6,0.046,143,3.15,0.34,white
6.5,0.4,3.5,0.046,147,3.15,0.31,white
7.4,0.28,12.1,0.049,122,3.01,0.44,white
6.3,0.23,17.45,0.054,151,3.12,0.6,white
6.2,0.34,12.1,0.059,171,3.14,0.56,white
6.6,0.44,3,0.095,75,3.1,0.63,white
6,0.13,1.6,0.052,72,3.1,0.5,white
6.3,0.17,5.7,0.048,147,3.08,0.54,white
6.3,0.18,5.6,0.047,147,3.09,0.54,white
6.7,0.31,6.8,0.059,215,3.33,0.56,white
6.6,0.33,15.6,0.054,227,3.25,0.56,white
6.3,0.34,6,0.02,68,3.22,0.29,white
6.8,0.29,1.8,0.032,130,3.05,0.62,white
7.4,0.31,8.6,0.048,206,3.26,0.36,white
7.4,0.31,8.6,0.048,206,3.26,0.36,white
5.7,0.25,11.5,0.04,120,3.33,0.31,white
6.8,0.27,7.8,0.038,89,3.24,0.34,white
5.9,0.26,2.4,0.046,132,3.63,0.73,white
5.9,0.65,5,0.035,128,3.46,0.48,white
7.4,0.31,8.6,0.048,206,3.26,0.36,white
6.6,0.23,1.5,0.041,72,3.22,0.39,white
6.8,0.18,5.4,0.054,143,3.1,0.54,white
6.8,0.28,11.9,0.052,149,3.02,0.58,white
6.8,0.28,11.9,0.052,149,3.02,0.58,white
5.9,0.27,9,0.051,136,3.25,0.53,white
6.1,0.25,10,0.055,131,3.22,0.35,white
6.8,0.28,11.9,0.052,149,3.02,0.58,white
6.8,0.26,11.9,0.052,160,3.03,0.58,white
7.1,0.13,15.5,0.064,115.5,3.16,0.41,white
6.8,0.18,5.4,0.054,143,3.1,0.54,white
6.2,0.2,15,0.055,120,3.19,0.53,white
5.8,0.24,1.4,0.038,76,3.1,0.29,white
7.6,0.48,9.4,0.046,194,3.07,0.61,white
